vector_id,N_ANC,N_AFR,N_EUR,N_ADMIX,ADMIX_TIME,SPLIT_TIME,p_AFR,p_EUR,likelihood,posterior
417,7398,29560,27641,25463,13,2000,0.8680493421479016,0.1319506578520983,0.2,0.004287245444801715
418,9516,32700,15701,12962,16,2000,0.7938535683882223,0.2061464316117777,0.0,0.0
419,17000,44495,18885,15549,11,2000,0.8364354573007705,0.1635645426992295,0.0,0.0
420,19932,24816,11964,29690,9,2000,0.7018257360572118,0.2981742639427882,0.0,0.0
421,14635,31256,26852,17359,11,2000,0.8499053320171936,0.1500946679828063,0.02,0.0004287245444801715
422,19549,15982,12113,43236,15,2000,0.7919635418528572,0.2080364581471427,0.0,0.0
423,12847,16730,9618,43134,9,2000,0.8510712668080823,0.1489287331919176,0.01,0.00021436227224008576
424,10670,21258,17399,14663,15,2000,0.7864925425187156,0.2135074574812844,0.0,0.0
425,14527,24483,24578,12682,12,2000,0.8406290299855118,0.1593709700144882,0.01,0.00021436227224008576
426,17484,28161,5907,31991,10,2000,0.75206189031984,0.2479381096801599,0.0,0.0
427,7590,40724,25180,34032,11,2000,0.7837336225659498,0.2162663774340502,0.0,0.0
428,13996,16204,11828,49765,11,2000,0.837182897094561,0.162817102905439,0.0,0.0
429,17499,44062,18123,14792,10,2000,0.8891538181290871,0.1108461818709128,0.78,0.016720257234726688
430,14098,46897,12095,10980,11,2000,0.7192280226657355,0.2807719773342645,0.0,0.0
431,14328,36805,5216,32518,8,2000,0.7455570366653405,0.2544429633346595,0.0,0.0
432,19157,45723,6888,36663,11,2000,0.8808434030278212,0.1191565969721788,0.52,0.01114683815648446
433,18871,19198,23648,9757,12,2000,0.7865239119782795,0.2134760880217204,0.0,0.0
434,10712,29102,28551,23814,11,2000,0.8034867247198147,0.1965132752801852,0.0,0.0
435,7169,42910,29602,34550,15,2000,0.7453806404720326,0.2546193595279674,0.0,0.0
436,13563,33420,13283,30408,11,2000,0.7401956228800777,0.2598043771199223,0.0,0.0
437,10520,21498,15945,22433,8,2000,0.7647227483672563,0.2352772516327437,0.0,0.0
438,19025,12281,23984,18920,9,2000,0.7605426406958364,0.2394573593041635,0.0,0.0
439,12188,11533,25450,32239,12,2000,0.797670551809628,0.202329448190372,0.0,0.0
440,7934,41914,29293,35621,11,2000,0.7182932367929525,0.2817067632070474,0.0,0.0
441,15983,11587,7484,20371,12,2000,0.837246905975659,0.162753094024341,0.0,0.0
442,17492,44105,29030,18238,15,2000,0.8000228340248706,0.1999771659751293,0.0,0.0
443,12771,49201,25755,40248,12,2000,0.8151199573833916,0.1848800426166084,0.0,0.0
444,19339,33081,16440,36527,11,2000,0.8949630491583741,0.1050369508416259,0.91,0.019506966773847802
445,16176,20327,22458,39890,13,2000,0.8464236222700032,0.1535763777299967,0.0,0.0
446,7792,27112,17354,13270,10,2000,0.7409992763916626,0.2590007236083373,0.0,0.0
447,7111,16140,13894,5711,12,2000,0.7172955068122705,0.2827044931877295,0.0,0.0
448,9965,44402,11146,24474,10,2000,0.8495715416646972,0.1504284583353028,0.05,0.0010718113612004287
449,15709,22805,23319,10320,14,2000,0.7725949813618982,0.2274050186381018,0.0,0.0
450,11206,27031,29545,49341,13,2000,0.750046626358617,0.249953373641383,0.0,0.0
451,14653,27196,9135,18437,16,2000,0.7604267595500368,0.2395732404499632,0.0,0.0
452,17333,19066,20524,13607,16,2000,0.8126068982268522,0.1873931017731478,0.0,0.0
453,18098,38996,16017,18351,16,2000,0.8644841122779147,0.1355158877220853,0.21,0.0045016077170418
454,11281,34269,10170,40598,12,2000,0.7498382861161352,0.2501617138838647,0.0,0.0
455,19529,29938,20442,44933,16,2000,0.7569287207362154,0.2430712792637845,0.0,0.0
456,19924,36979,16984,34292,13,2000,0.8838349111034114,0.1161650888965886,0.66,0.01414790996784566
457,9773,31306,29240,14008,16,2000,0.7207064458804099,0.2792935541195901,0.0,0.0
458,9152,28547,10126,44303,15,2000,0.7239846883591453,0.2760153116408547,0.0,0.0
459,7934,11916,11160,37165,9,2000,0.8901264735118958,0.1098735264881042,0.83,0.017792068595927118
460,8056,38304,23945,31432,15,2000,0.8087692335048222,0.1912307664951777,0.0,0.0
461,15866,47407,13526,45202,12,2000,0.8050263985819794,0.1949736014180205,0.0,0.0
462,7868,20576,20377,11952,14,2000,0.7441745343975839,0.2558254656024161,0.0,0.0
463,14224,42110,18260,20074,14,2000,0.7926239452325416,0.2073760547674583,0.0,0.0
464,16262,30048,25693,30047,15,2000,0.7439780780317734,0.2560219219682266,0.0,0.0
465,8698,46176,21210,24666,16,2000,0.8096398231544388,0.1903601768455611,0.0,0.0
466,13095,37996,22032,16465,16,2000,0.8086481509684033,0.1913518490315967,0.0,0.0
467,8961,39106,9022,49461,10,2000,0.7541341666118343,0.2458658333881657,0.0,0.0
468,16895,47519,16789,24769,14,2000,0.7095967909506448,0.2904032090493552,0.0,0.0
469,18956,15925,21427,35409,9,2000,0.7946267177919097,0.2053732822080902,0.0,0.0
470,10700,21306,16409,40503,11,2000,0.8463976715909305,0.1536023284090695,0.0,0.0
471,12529,47131,29639,42394,14,2000,0.7827086838118892,0.2172913161881108,0.0,0.0
472,11333,30535,20107,15945,8,2000,0.7898282865129819,0.2101717134870181,0.0,0.0
473,8783,48419,28677,10042,11,2000,0.7817437640807002,0.2182562359192997,0.0,0.0
474,14458,47026,23421,6964,9,2000,0.701885623563883,0.298114376436117,0.0,0.0
475,12251,16110,21536,47397,9,2000,0.7860139824431778,0.2139860175568222,0.0,0.0
476,17705,35302,26146,16202,14,2000,0.7592760064883033,0.2407239935116967,0.0,0.0
477,8272,28518,27157,47060,10,2000,0.7472722317549365,0.2527277682450635,0.0,0.0
478,13261,29447,7859,43548,8,2000,0.8352293441819633,0.1647706558180367,0.0,0.0
479,18186,43537,25965,15816,13,2000,0.7721607613030869,0.2278392386969131,0.0,0.0
480,16241,38135,17977,26465,12,2000,0.7585487574759783,0.2414512425240217,0.0,0.0
481,12148,48094,18369,37332,14,2000,0.8744858497336014,0.1255141502663985,0.28,0.006002143622722402
482,7444,28676,6073,17922,13,2000,0.8845994986032695,0.1154005013967305,0.67,0.014362272240085747
483,10335,29943,10915,47124,16,2000,0.7353230515012485,0.2646769484987514,0.0,0.0
484,8448,43267,13054,42809,15,2000,0.7875491346143191,0.2124508653856809,0.0,0.0
485,9955,28053,7511,6931,8,2000,0.8362676393356023,0.1637323606643976,0.02,0.0004287245444801715
486,18474,21847,16557,20517,15,2000,0.8792761376992378,0.1207238623007621,0.53,0.011361200428724546
487,8900,28181,18237,29475,14,2000,0.8129172335977899,0.1870827664022101,0.0,0.0
488,19554,37067,9755,17181,9,2000,0.7562191328612444,0.2437808671387555,0.0,0.0
489,15288,34499,22271,20646,8,2000,0.7913205078461539,0.208679492153846,0.0,0.0
490,8726,38534,6333,8386,15,2000,0.8189510940598982,0.1810489059401018,0.0,0.0
491,8290,45414,14334,14831,8,2000,0.8250574073789463,0.1749425926210537,0.0,0.0
492,18850,49215,27074,27595,10,2000,0.752573956483276,0.247426043516724,0.0,0.0
493,11251,11054,24277,29495,13,2000,0.7783935921431928,0.2216064078568071,0.0,0.0
494,7230,33351,13104,7297,16,2000,0.7278639778541843,0.2721360221458156,0.0,0.0
495,12621,36021,11169,28950,10,2000,0.8696425646036673,0.1303574353963327,0.2,0.004287245444801715
496,11304,21541,29897,22895,11,2000,0.7899470194267326,0.2100529805732673,0.0,0.0
497,10423,39797,12502,41396,9,2000,0.8525532890913692,0.1474467109086308,0.01,0.00021436227224008576
498,12744,19818,18539,13620,11,2000,0.7721400838767928,0.2278599161232072,0.0,0.0
499,17271,10862,6085,11259,9,2000,0.7058811563923202,0.2941188436076798,0.0,0.0
