vector_id,N_ANC,N_AFR,N_EUR,N_ADMIX,ADMIX_TIME,p_AFR,SPLIT_TIME,p_EUR,likelihood,posterior
0,8959,20398,9951,11825,11,0.7691955853480847,2000,0.23080441465191526,0.0,0.0
1,12465,13344,8624,11324,12,0.7369349600912979,2000,0.2630650399087021,0.0,0.0
2,10554,28310,11084,7561,12,0.8153632099140102,2000,0.18463679008598977,0.0,0.0
3,9657,18916,11913,10020,10,0.8459030204155744,2000,0.1540969795844256,0.0,0.0
4,10288,20828,6623,14732,12,0.7781288200486998,2000,0.22187117995130023,0.0,0.0
