vector_id,N_ANC,N_AFR,N_EUR,N_ADMIX,ADMIX_TIME,p_AFR,SPLIT_TIME,p_EUR,likelihood,posterior
211,12026,16680,12754,8642,11,0.8129751724178088,2000,0.1870248275821912,0.0,0.0
212,9863,17804,6182,7294,9,0.8623621197423299,2000,0.1376378802576701,0.21,0.00965961361545538
213,8354,10329,11690,7492,11,0.7468273696369762,2000,0.25317263036302384,0.0,0.0
214,7489,18903,10983,11223,9,0.7654370943614492,2000,0.23456290563855076,0.0,0.0
215,11269,19864,5989,14104,11,0.7712841671591159,2000,0.22871583284088415,0.0,0.0
216,12498,20533,11167,11380,11,0.7608189559911015,2000,0.2391810440088985,0.0,0.0
217,9519,25362,10665,12100,8,0.8380521841310159,2000,0.1619478158689841,0.0,0.0
218,10057,21753,9809,13613,11,0.7927147820376446,2000,0.20728521796235544,0.0,0.0
219,10285,22349,10845,6783,10,0.8102237587038259,2000,0.1897762412961741,0.0,0.0
220,8945,22456,7402,8103,10,0.8725209982461337,2000,0.12747900175386628,0.35,0.016099356025758967
221,9309,17715,11549,11481,9,0.8432582460518693,2000,0.15674175394813072,0.01,0.0004599816007359705
222,9940,18879,10655,7566,10,0.7844198454046656,2000,0.21558015459533442,0.0,0.0
223,9585,22035,6858,11223,9,0.8374826742243822,2000,0.16251732577561784,0.01,0.0004599816007359705
224,9799,25940,13226,9299,9,0.7285724188267555,2000,0.2714275811732445,0.0,0.0
225,8083,27859,8498,12514,11,0.8596329107332172,2000,0.14036708926678276,0.09,0.004139834406623735
226,9847,29707,6740,12189,11,0.8031084030330969,2000,0.19689159696690306,0.0,0.0
227,10179,23818,7806,10828,9,0.8903060124131661,2000,0.10969398758683391,0.8,0.03679852805887764
228,11059,14369,10531,7636,12,0.7647173290879982,2000,0.23528267091200183,0.0,0.0
229,10316,25037,8577,8262,10,0.8242902684802106,2000,0.1757097315197894,0.0,0.0
