vector_id,N_ANC,N_AFR,N_EUR,N_ADMIX,ADMIX_TIME,p_AFR,SPLIT_TIME,p_EUR,likelihood,posterior
294,8819,24782,8170,12394,9,0.8341817664695224,2000,0.16581823353047764,0.0,0.0
295,9030,24060,9158,7601,9,0.762763651909218,2000,0.23723634809078198,0.0,0.0
296,8296,21257,8843,9923,10,0.798610440241731,2000,0.201389559758269,0.0,0.0
297,12659,18510,6564,11413,9,0.7520398173298516,2000,0.2479601826701484,0.0,0.0
298,7862,18433,9537,10059,8,0.8101847153864413,2000,0.18981528461355868,0.0,0.0
299,8083,14948,9463,10562,10,0.8343142428943188,2000,0.16568575710568123,0.0,0.0
300,7826,12326,11104,7997,10,0.8420927338511425,2000,0.15790726614885753,0.03,0.0013799448022079116
301,10253,22442,13440,9442,10,0.7634953820291555,2000,0.23650461797084454,0.0,0.0
302,10390,23595,7965,5578,10,0.7409888429088931,2000,0.2590111570911069,0.0,0.0
303,8514,19572,12047,9681,11,0.7171990189970724,2000,0.2828009810029276,0.0,0.0
304,9738,22307,11961,11089,9,0.7814218001621793,2000,0.21857819983782067,0.0,0.0
305,9040,23641,9316,12911,10,0.8072849263426283,2000,0.19271507365737173,0.0,0.0
306,10214,26755,10582,6434,11,0.7975700798494271,2000,0.20242992015057293,0.0,0.0
307,11508,21557,11687,9760,11,0.791659957559963,2000,0.208340042440037,0.0,0.0
308,10524,17872,7379,9604,10,0.83250943651405,2000,0.16749056348595004,0.0,0.0
309,12574,16757,6175,7334,9,0.8107195149460588,2000,0.18928048505394124,0.0,0.0
310,10668,24998,11259,12979,9,0.7212059669873989,2000,0.2787940330126011,0.0,0.0
311,10387,18414,10538,13049,11,0.791778192583236,2000,0.208221807416764,0.0,0.0
312,9771,22149,13355,9725,9,0.7930211536812185,2000,0.2069788463187815,0.0,0.0
313,8945,21173,10205,9400,9,0.8604613051580646,2000,0.13953869484193537,0.18,0.00827966881324747
314,10206,16563,8033,12551,10,0.7243432919440296,2000,0.2756567080559704,0.0,0.0
315,9187,14681,11717,8877,10,0.7712142273047649,2000,0.22878577269523515,0.0,0.0
316,8749,25937,10382,12532,10,0.7409447246273269,2000,0.25905527537267314,0.0,0.0
317,9537,18297,6605,12680,11,0.7898404411820309,2000,0.2101595588179691,0.0,0.0
318,9590,12539,8197,13802,9,0.8277235276055274,2000,0.17227647239447264,0.0,0.0
319,9175,21781,9689,12409,11,0.8373609470515934,2000,0.16263905294840664,0.01,0.0004599816007359705
320,11770,18608,8743,13021,9,0.8608872444310717,2000,0.13911275556892833,0.08,0.003679852805887764
321,10022,19338,11374,8813,9,0.7784945589163662,2000,0.2215054410836338,0.0,0.0
322,10858,29669,11156,10498,12,0.7306084444526496,2000,0.2693915555473504,0.0,0.0
323,11524,12812,14482,8538,11,0.8136842595629356,2000,0.18631574043706445,0.0,0.0
324,10030,21211,10842,7661,9,0.8027166601800931,2000,0.19728333981990687,0.0,0.0
325,11313,15779,7783,6932,9,0.8389973768549195,2000,0.16100262314508051,0.01,0.0004599816007359705
326,11733,13875,9441,9300,9,0.8055859896824742,2000,0.1944140103175258,0.0,0.0
327,8542,27428,13333,9225,10,0.8557577985663696,2000,0.14424220143363042,0.1,0.004599816007359705
328,9391,16028,12199,9625,8,0.7711720854312825,2000,0.22882791456871754,0.0,0.0
329,9024,13376,7868,11899,9,0.7607869596154115,2000,0.23921304038458846,0.0,0.0
330,9256,26895,11142,10186,8,0.7706040517727046,2000,0.22939594822729537,0.0,0.0
331,9936,22781,9191,8922,10,0.8488819719913605,2000,0.1511180280086395,0.07,0.003219871205151794
332,10284,23707,7204,13353,9,0.7727887292649998,2000,0.22721127073500025,0.0,0.0
333,12384,14511,13807,8761,11,0.7859002838092167,2000,0.21409971619078327,0.0,0.0
334,11497,15220,9906,11399,10,0.8203234003178191,2000,0.17967659968218086,0.0,0.0
335,10946,20215,13398,10438,10,0.7833398643973909,2000,0.2166601356026091,0.0,0.0
336,9074,22249,11528,13423,10,0.7937995468055821,2000,0.20620045319441793,0.0,0.0
337,11401,19957,8215,7400,11,0.7872091488996417,2000,0.21279085110035834,0.0,0.0
338,9573,26830,9963,13917,10,0.8373104605191212,2000,0.16268953948087883,0.0,0.0
339,7419,19862,7707,11907,9,0.8403505618634232,2000,0.15964943813657684,0.01,0.0004599816007359705
340,8180,11675,7191,9706,11,0.8057024564032598,2000,0.19429754359674023,0.0,0.0
341,11730,20593,12344,12784,9,0.8601172761572822,2000,0.13988272384271783,0.13,0.005979760809567617
342,9503,12109,9467,7749,10,0.7809481747582142,2000,0.2190518252417858,0.0,0.0
343,7141,23543,8339,11695,11,0.8319490520953075,2000,0.16805094790469255,0.01,0.0004599816007359705
344,8717,24646,10433,10018,9,0.8060287882917944,2000,0.19397121170820564,0.0,0.0
345,10871,12608,7874,13361,11,0.8345186606617517,2000,0.16548133933824827,0.0,0.0
346,8539,22506,14780,6215,11,0.7924115923430587,2000,0.2075884076569413,0.0,0.0
347,8730,18750,9260,8738,9,0.858904724653708,2000,0.14109527534629196,0.09,0.004139834406623735
348,10720,23165,9858,10329,9,0.8022347576542926,2000,0.19776524234570736,0.0,0.0
349,12173,17779,9158,10136,9,0.8026564788957896,2000,0.19734352110421038,0.0,0.0
350,10484,14880,9492,12482,9,0.8338275891104389,2000,0.16617241088956114,0.01,0.0004599816007359705
351,11414,15742,13505,11944,10,0.8145968948494348,2000,0.18540310515056524,0.0,0.0
352,11925,14806,11453,10539,9,0.719086032777669,2000,0.280913967222331,0.0,0.0
353,11974,18237,6765,7149,11,0.7533321239212148,2000,0.24666787607878515,0.0,0.0
354,8731,23765,11287,11632,11,0.7906737873069022,2000,0.2093262126930978,0.0,0.0
355,10121,19800,13035,8040,10,0.8277524046798426,2000,0.17224759532015743,0.0,0.0
356,9442,19719,8102,6720,10,0.8375209437515498,2000,0.16247905624845016,0.02,0.000919963201471941
357,11508,25101,5552,10254,10,0.8275294621842246,2000,0.17247053781577537,0.0,0.0
358,9374,15536,9674,14840,10,0.7234221076742574,2000,0.2765778923257426,0.0,0.0
359,10206,16005,8795,11868,10,0.8712582334300663,2000,0.12874176656993375,0.31,0.014259429622815087
360,11195,19299,12210,8563,9,0.8011832584158025,2000,0.1988167415841975,0.0,0.0
361,8798,13271,8174,9430,9,0.832705736413292,2000,0.16729426358670796,0.01,0.0004599816007359705
362,8385,14215,9370,12341,11,0.7459776694400272,2000,0.2540223305599728,0.0,0.0
363,12723,22936,6074,6914,11,0.8253642011165796,2000,0.1746357988834204,0.0,0.0
364,10921,27707,9043,5521,10,0.8082914871155105,2000,0.19170851288448953,0.0,0.0
365,9694,18231,13063,9924,10,0.7971342971629557,2000,0.2028657028370443,0.0,0.0
366,10619,19761,5727,12275,9,0.8541976908644929,2000,0.14580230913550707,0.02,0.000919963201471941
367,9273,16553,10355,9535,11,0.8000568302777652,2000,0.1999431697222348,0.0,0.0
368,9534,24481,6522,11004,9,0.729426090928586,2000,0.270573909071414,0.0,0.0
369,11090,16132,11632,10510,9,0.7950877673647508,2000,0.20491223263524916,0.0,0.0
370,8007,18865,7022,9224,10,0.7833122499407705,2000,0.21668775005922947,0.0,0.0
371,8807,11755,12938,10690,11,0.7987968366865591,2000,0.2012031633134409,0.0,0.0
372,7166,14386,9480,14573,12,0.759513955812153,2000,0.24048604418784703,0.0,0.0
373,9596,10328,11389,8392,10,0.8081200194559564,2000,0.19187998054404365,0.0,0.0
374,8909,23527,8593,9405,9,0.7966249890592522,2000,0.20337501094074784,0.0,0.0
375,10300,23445,9451,9854,11,0.8290191807472604,2000,0.17098081925273956,0.0,0.0
376,7071,24317,10125,9737,12,0.8003497482375589,2000,0.1996502517624411,0.0,0.0
377,9293,16226,10912,11042,11,0.7657773342915233,2000,0.23422266570847672,0.0,0.0
378,11624,25459,9068,10181,10,0.755548203936414,2000,0.24445179606358602,0.0,0.0
379,7168,16152,12025,9540,10,0.8435908281067593,2000,0.15640917189324066,0.01,0.0004599816007359705
380,9828,15304,8496,7927,11,0.8067336283802002,2000,0.19326637161979976,0.0,0.0
381,7948,11907,6631,13925,9,0.75155669841295,2000,0.24844330158704997,0.0,0.0
382,9996,23673,8911,11887,12,0.7892135083428728,2000,0.21078649165712715,0.0,0.0
383,10852,19190,9174,9864,10,0.7706720632307608,2000,0.22932793676923924,0.0,0.0
384,10483,15725,11681,14725,8,0.8381574999668794,2000,0.16184250003312062,0.0,0.0
385,7830,13764,11067,11199,8,0.772364974991055,2000,0.22763502500894495,0.0,0.0
386,10410,17933,5374,13338,11,0.8011059796597977,2000,0.19889402034020232,0.0,0.0
387,10168,19698,11137,11211,9,0.8468369446559231,2000,0.15316305534407693,0.04,0.001839926402943882
388,10404,16521,6916,11105,11,0.7547226051397061,2000,0.24527739486029387,0.0,0.0
389,8520,24210,11768,10368,11,0.7420245019900017,2000,0.2579754980099983,0.0,0.0
390,10364,21431,8557,8986,9,0.7673640856818829,2000,0.23263591431811714,0.0,0.0
391,12301,20673,11963,6706,10,0.8557164136149142,2000,0.14428358638508576,0.08,0.003679852805887764
392,10694,24805,13455,7555,11,0.7802322558691529,2000,0.2197677441308471,0.0,0.0
393,7449,21403,10751,7555,9,0.856838314532138,2000,0.143161685467862,0.12,0.005519779208831646
394,10314,19357,9949,12452,8,0.7553133794248724,2000,0.24468662057512758,0.0,0.0
395,9280,22478,11416,11318,9,0.7532504814566574,2000,0.2467495185433426,0.0,0.0
396,10660,16165,11950,5699,10,0.7669583155045474,2000,0.2330416844954526,0.0,0.0
397,8904,18807,5300,9859,11,0.8804606208746946,2000,0.11953937912530543,0.56,0.025758969641214352
398,11437,18012,10312,12337,11,0.7188904328170759,2000,0.2811095671829241,0.0,0.0
399,9941,11725,12874,14162,11,0.740562900736138,2000,0.25943709926386205,0.0,0.0
400,7593,24436,9225,12667,12,0.716928562173289,2000,0.28307143782671096,0.0,0.0
401,8814,15358,12083,11161,11,0.78533295878319,2000,0.21466704121681002,0.0,0.0
402,9998,21212,9757,7603,9,0.7338723402543463,2000,0.26612765974565367,0.0,0.0
403,10289,12889,10241,14033,10,0.773661969734323,2000,0.226338030265677,0.0,0.0
404,10145,12663,9791,14633,9,0.8751768167988152,2000,0.1248231832011848,0.36,0.01655933762649494
405,10385,21250,10245,9340,9,0.8732044232224798,2000,0.12679557677752018,0.34,0.015639374425023
406,9897,14227,6420,7722,10,0.8126999069943027,2000,0.18730009300569728,0.0,0.0
407,10452,19880,9568,12643,11,0.8017763724683842,2000,0.19822362753161582,0.0,0.0
408,10309,23932,9684,14253,9,0.8763540737452137,2000,0.12364592625478632,0.44,0.020239190432382703
409,12799,19794,6372,10537,12,0.844105686236899,2000,0.15589431376310103,0.05,0.0022999080036798527
410,12421,22056,6032,10121,9,0.7336477423148821,2000,0.26635225768511794,0.0,0.0
411,8312,17799,11766,11270,10,0.7690814311822589,2000,0.2309185688177411,0.0,0.0
412,9781,24213,11851,14420,10,0.7147045266396294,2000,0.28529547336037064,0.0,0.0
413,11843,16783,12487,10060,9,0.8316966470385985,2000,0.16830335296140153,0.0,0.0
414,11651,19784,11226,14332,10,0.841185730405721,2000,0.15881426959427902,0.0,0.0
415,10112,21212,10381,13590,10,0.8027451254718382,2000,0.19725487452816182,0.0,0.0
416,10342,14771,7262,6842,11,0.7073678732768264,2000,0.2926321267231736,0.0,0.0
417,8306,23865,13876,5369,9,0.7391626412788518,2000,0.2608373587211482,0.0,0.0
418,9321,17111,11086,12945,10,0.7565416129290385,2000,0.24345838707096146,0.0,0.0
419,9509,18856,9803,13794,10,0.7284297971049942,2000,0.2715702028950058,0.0,0.0
420,7845,28684,10250,10664,11,0.7328129696733535,2000,0.2671870303266465,0.0,0.0
421,10394,23343,13258,5815,10,0.7634302469185954,2000,0.2365697530814046,0.0,0.0
422,11347,19522,13269,8195,9,0.7915016448282571,2000,0.20849835517174287,0.0,0.0
423,9811,21363,12645,6994,12,0.7509019715859394,2000,0.2490980284140606,0.0,0.0
424,10314,22490,9781,13244,8,0.7681708428681282,2000,0.2318291571318718,0.0,0.0
425,10293,28302,12318,12763,12,0.8579474854481978,2000,0.14205251455180223,0.08,0.003679852805887764
426,11553,11933,10147,14909,9,0.744957261758112,2000,0.25504273824188795,0.0,0.0
427,12963,24271,10511,10381,9,0.7977955626128541,2000,0.20220443738714589,0.0,0.0
428,9662,16687,9138,9728,9,0.8932816856873719,2000,0.10671831431262813,0.89,0.04093836246550138
429,8756,22139,9488,7818,11,0.800024978619442,2000,0.199975021380558,0.0,0.0
430,8666,15517,9784,9962,11,0.7624251257194935,2000,0.2375748742805065,0.0,0.0
431,12126,21894,8337,12892,10,0.7527242261067438,2000,0.24727577389325617,0.0,0.0
432,8667,28662,9818,9900,9,0.8472647461829613,2000,0.15273525381703867,0.05,0.0022999080036798527
433,9251,19173,8581,9209,10,0.8453491415823201,2000,0.1546508584176799,0.04,0.001839926402943882
434,9705,23409,7711,8514,9,0.7426049821880406,2000,0.2573950178119594,0.0,0.0
435,10449,16370,9851,9300,9,0.7938695462107533,2000,0.20613045378924666,0.0,0.0
436,11178,21685,9013,9500,10,0.7321747526683382,2000,0.2678252473316618,0.0,0.0
437,8905,20292,12926,7493,12,0.7403838031756452,2000,0.2596161968243548,0.0,0.0
438,10688,24800,8742,6549,11,0.8729568198627365,2000,0.12704318013726346,0.38,0.01747930082796688
439,11026,16793,9426,9013,10,0.7995738003232953,2000,0.20042619967670472,0.0,0.0
440,9226,16184,9838,10459,10,0.8013357462330045,2000,0.19866425376699548,0.0,0.0
441,12301,18058,12094,7393,9,0.8746877015188247,2000,0.1253122984811753,0.37,0.01701931922723091
442,9001,22041,9198,9700,10,0.78720202922482,2000,0.21279797077518003,0.0,0.0
443,9869,13711,13226,5179,9,0.7981507367635085,2000,0.20184926323649155,0.0,0.0
444,11159,27998,9034,8146,9,0.7340270638415488,2000,0.2659729361584512,0.0,0.0
445,10221,25169,11544,8556,10,0.7730379317099918,2000,0.2269620682900082,0.0,0.0
446,9113,24391,10946,10292,12,0.7584527341963881,2000,0.24154726580361185,0.0,0.0
447,7855,22246,8207,12883,10,0.7062457810318372,2000,0.2937542189681628,0.0,0.0
448,9276,22670,11932,8732,8,0.7187800731452793,2000,0.28121992685472075,0.0,0.0
449,8488,18757,9176,7972,11,0.8387374444568646,2000,0.1612625555431354,0.02,0.000919963201471941
450,10790,23024,11428,9936,9,0.7792708058250826,2000,0.22072919417491743,0.0,0.0
451,8989,26246,13333,6671,9,0.820581496155102,2000,0.179418503844898,0.0,0.0
452,10217,25940,10124,10144,10,0.776933789886081,2000,0.22306621011391903,0.0,0.0
453,8986,24791,10528,7117,9,0.7702388361435755,2000,0.22976116385642453,0.0,0.0
454,10811,12261,9182,12578,9,0.8100798593753374,2000,0.18992014062466256,0.0,0.0
455,9205,16584,12218,12802,9,0.8397747777462421,2000,0.1602252222537579,0.0,0.0
456,8709,11078,9513,10025,11,0.7517399982553981,2000,0.24826000174460194,0.0,0.0
457,8002,26014,14336,9701,10,0.8582778996839328,2000,0.14172210031606725,0.07,0.003219871205151794
458,10472,29910,8112,13052,9,0.743031976266139,2000,0.25696802373386096,0.0,0.0
459,8975,26379,9091,6694,9,0.765744359028836,2000,0.23425564097116403,0.0,0.0
460,11376,15982,11611,8106,10,0.840025166513037,2000,0.15997483348696295,0.03,0.0013799448022079116
461,10062,14989,8285,11173,11,0.7839422028357986,2000,0.21605779716420137,0.0,0.0
462,9228,18652,8338,7165,10,0.8066202865695158,2000,0.1933797134304842,0.0,0.0
463,10962,12839,7392,10571,10,0.8178651619972463,2000,0.18213483800275365,0.0,0.0
464,7592,24282,11571,7896,11,0.784905724151732,2000,0.215094275848268,0.0,0.0
465,8246,18673,5487,9452,10,0.7236202797118241,2000,0.2763797202881759,0.0,0.0
466,11339,14671,12386,12387,12,0.8018544198617739,2000,0.19814558013822614,0.0,0.0
467,11501,16239,9211,11231,11,0.7701036014243282,2000,0.2298963985756718,0.0,0.0
468,8320,19754,9760,6346,8,0.7899348769703677,2000,0.21006512302963232,0.0,0.0
469,8872,25293,11506,9207,9,0.8208141268372394,2000,0.17918587316276058,0.0,0.0
470,9919,16968,10447,12346,9,0.8275693580573258,2000,0.1724306419426742,0.0,0.0
471,11459,28691,11768,10670,9,0.770474677795099,2000,0.22952532220490096,0.0,0.0
472,10142,13843,11855,8020,11,0.7756888105733866,2000,0.22431118942661343,0.0,0.0
473,9121,25797,9678,11488,10,0.8233431128907702,2000,0.17665688710922978,0.0,0.0
474,11858,22584,7106,9912,12,0.7645560122696629,2000,0.23544398773033715,0.0,0.0
475,12907,23357,12200,11827,9,0.8029217021649062,2000,0.19707829783509379,0.0,0.0
476,12758,18667,11847,11798,10,0.7186914126606853,2000,0.28130858733931474,0.0,0.0
477,10204,17178,11681,6159,9,0.7916416673904576,2000,0.2083583326095424,0.0,0.0
478,8661,20680,9223,10403,10,0.807105992630698,2000,0.19289400736930196,0.0,0.0
479,10105,16504,8759,7748,9,0.7610621633471681,2000,0.23893783665283186,0.0,0.0
480,11087,19501,8508,8098,10,0.7635709307236046,2000,0.2364290692763954,0.0,0.0
481,10710,18774,11028,11999,11,0.8430773288427157,2000,0.1569226711572843,0.04,0.001839926402943882
482,9498,17736,11223,6343,11,0.8073154105220899,2000,0.19268458947791012,0.0,0.0
483,11275,28341,9390,11179,9,0.8029269770573949,2000,0.1970730229426051,0.0,0.0
484,9763,13457,10542,8513,8,0.7997467959151363,2000,0.2002532040848637,0.0,0.0
485,10692,11448,10226,9385,10,0.7947066277743283,2000,0.20529337222567168,0.0,0.0
486,10813,16889,11426,12397,11,0.8823086941848451,2000,0.11769130581515486,0.65,0.029898804047838085
487,11327,19691,11184,7365,11,0.8139264852657534,2000,0.1860735147342466,0.0,0.0
488,11698,22177,13434,12999,11,0.7627832691699614,2000,0.23721673083003858,0.0,0.0
489,7352,20171,9223,8772,10,0.7856634038825747,2000,0.21433659611742528,0.0,0.0
490,11042,12786,11340,10886,10,0.7070945599518528,2000,0.2929054400481472,0.0,0.0
491,9483,20079,9575,5935,9,0.8935624663487735,2000,0.10643753365122655,0.84,0.03863845446182152
492,11274,27696,10223,10784,9,0.834912317579987,2000,0.16508768242001304,0.0,0.0
493,9567,22928,9030,11240,11,0.7621557056740491,2000,0.2378442943259509,0.0,0.0
494,9256,24243,10887,7954,10,0.868604986437635,2000,0.13139501356236505,0.32,0.014719411223551056
495,8403,20761,7493,10526,11,0.8223707321085305,2000,0.1776292678914695,0.0,0.0
496,8794,21539,13202,13357,11,0.7987224929949635,2000,0.20127750700503655,0.0,0.0
497,11005,15878,9692,7660,9,0.8356010684335521,2000,0.16439893156644791,0.01,0.0004599816007359705
498,9301,22150,9460,11672,11,0.7938566854591776,2000,0.20614331454082235,0.0,0.0
499,10659,24224,11172,7761,10,0.7851095359500072,2000,0.2148904640499928,0.0,0.0
